threshold,tp,fp,tn,fn,tpr,fpr,fnr,tnr,precision,recall,f1,Samples per test
0.2163994419682133,15060,111291,2597909,79010,0.16009354735835016,0.04107891628525026,0.8399064526416499,0.9589210837147497,0.11919177529263718,0.16009354735835016,0.13664759709828012,1
0.21820277065128177,15227,113173,2596027,78843,0.16186882109067716,0.041773586298538314,0.8381311789093229,0.9582264137014617,0.11859034267912773,0.16186882109067716,0.1368903672405268,1
0.2200060993343502,15391,115103,2594097,78679,0.16361220367811205,0.042485973719179095,0.836387796321888,0.9575140262808209,0.11794412003617025,0.16361220367811205,0.1370745088259917,1
0.22180942801741865,15547,117029,2592171,78523,0.16527054321250134,0.04319688468920715,0.8347294567874987,0.9568031153107929,0.11726858556601497,0.16527054321250134,0.13719192043980483,1
0.2236127567004871,15692,119016,2590184,78378,0.1668119485489529,0.043930311531079284,0.8331880514510471,0.9560696884689207,0.11648899842622562,0.1668119485489529,0.1371810226507794,1
0.22541608538355554,15872,120888,2588312,78198,0.168725417242479,0.044621290417835524,0.831274582757521,0.9553787095821645,0.11605732670371453,0.168725417242479,0.13752111943854783,1
0.227219414066624,16003,122809,2586391,78067,0.17011799723610077,0.04533035582459767,0.8298820027638992,0.9546696441754023,0.11528542200962452,0.17011799723610077,0.13743440884224628,1
0.22902274274969242,16143,124778,2584422,77927,0.17160625066439886,0.04605713863871253,0.8283937493356012,0.9539428613612875,0.11455354418433022,0.17160625066439886,0.13739249588282101,1
0.23082607143276088,16328,126792,2582408,77742,0.17357287126607845,0.04680053152222058,0.8264271287339215,0.9531994684777794,0.1140860816098379,0.17357287126607845,0.1376786542434335,1
0.23262940011582933,16484,128715,2580485,77586,0.17523121080046775,0.04751033515428909,0.8247687891995322,0.952489664845711,0.11352695266496325,0.17523121080046775,0.1377863408966477,1
0.23443272879889776,16639,130688,2578512,77431,0.17687891995322633,0.048238594419016685,0.8231210800467736,0.9517614055809833,0.11293924399465136,0.17687891995322633,0.1378558971321102,1
0.23623605748196622,16784,132705,2576495,77286,0.1784203252896779,0.048983094640484275,0.8215796747103221,0.9510169053595158,0.11227581962552428,0.1784203252896779,0.13782286838096725,1
0.23803938616503464,16956,134687,2574513,77114,0.18024875093015838,0.049714675919090505,0.8197512490698416,0.9502853240809095,0.11181525029180378,0.18024875093015838,0.1380146756581866,1
0.2398427148481031,17139,136755,2572445,76931,0.18219411076857658,0.050478000885870365,0.8178058892314234,0.9495219991141296,0.11136886428320793,0.18219411076857658,0.1382378087141682,1
0.24164604353117156,17303,138689,2570511,76767,0.18393749335601148,0.051191864757123874,0.8160625066439885,0.9488081352428761,0.11092235499256373,0.18393749335601148,0.13838967935951885,1
0.24344937221423998,17439,140731,2568469,76631,0.18538322525778675,0.05194559279492101,0.8146167747422133,0.9480544072050789,0.11025478915091358,0.18538322525778675,0.13827307326355853,1
0.24525270089730844,17580,142607,2566593,76490,0.18688210906771552,0.05263804813228998,0.8131178909322845,0.94736195186771,0.10974673350521578,0.18688210906771552,0.13828527828142392,1
0.24705602958037687,17749,144616,2564584,76321,0.1886786435633039,0.05337959545253211,0.8113213564366961,0.9466204045474679,0.10931543128137222,0.1886786435633039,0.13842884161678398,1
0.24885935826344532,17927,146592,2562608,76143,0.19057085149356862,0.054108962055219256,0.8094291485064313,0.9458910379447808,0.10896613764975474,0.19057085149356862,0.13865245621430144,1
0.2506626869465138,18085,148654,2560546,75985,0.1922504517912193,0.054870072346080025,0.8077495482087806,0.94512992765392,0.1084629270896431,0.1922504517912193,0.1386838644371935,1
